10000 10
7400 50 152
23406 3756 2083
28799 4240 169
35852 4056 1811
37977 8087 229
38807 2556 1483
44000 8810 53
52573 268 1825
54119 445 443
63919 5312 752
7620 52573 1806 4414
7621 52573 985 190
7622 38807 302 6689
7623 0 0 0
7624 38807 103 6705
7625 23406 1710 8937
7626 52573 1656 988
7627 0 0 0
7628 52573 1765 7665
7629 0 0 0
7630 52573 686 7173
7631 23406 2007 8535
7632 52573 553 3717
7633 23406 1771 816
7634 52573 1069 3212
7635 23406 1506 7636
7636 23406 1507 703
7637 52573 1375 6768
7638 38807 585 298
7639 0 0 0
7640 35852 1446 7641
7641 35852 1447 7642
7642 35852 1448 7643
7643 35852 1449 7644
7644 35852 1450 7645
7645 35852 1451 7646
7646 35852 1452 7647
7647 35852 1453 2331
7648 52573 1427 337
7649 23406 1223 7650
7650 23406 1224 893
7651 52573 1783 1378
7652 52573 414 1082
7653 23406 1666 5233
7654 52573 177 9267
7655 0 0 0
7656 23406 1240 7657
7657 23406 1241 7658
7658 23406 1242 7659
7659 23406 1243 412
7660 52573 486 3992
7661 52573 464 2812
7662 38807 659 2508
7663 0 0 0
7664 52573 699 6602
7665 52573 1766 1266
7666 38807 1372 2594
7667 0 0 0
7668 52573 1408 3041
7669 0 0 0
7670 38807 1058 6986
7671 0 0 0
7672 38807 1266 6340
7673 23406 1972 9689
7674 35852 1020 7675
7675 35852 1021 7676
7676 35852 1022 7677
7677 35852 1023 7678
7678 35852 1024 7679
7679 35852 1025 7680
7680 35852 1026 7681
7681 35852 1027 7682
7682 35852 1028 7683
7683 35852 1029 2476
7684 52573 763 9444
7685 0 0 0
7686 52573 801 1009
7687 0 0 0
7688 38807 189 4232
7689 0 0 0
7690 38807 729 7544
7691 38807 945 8670
7692 38807 933 9772
7693 23406 2017 609
7694 52573 417 111
7695 52573 1718 9280
7696 23406 1986 9170
7697 38807 485 1076
7698 52573 1046 6142
7699 23406 2019 871
7700 52573 1486 174
7701 23406 2063 9315
7702 35852 783 7703
7703 35852 784 7704
7704 35852 785 7705
7705 35852 786 7706
7706 35852 787 7707
7707 35852 788 7708
7708 35852 789 7709
7709 35852 790 7710
7710 35852 791 7711
7711 35852 792 7712
7712 35852 793 7713
7713 35852 794 7714
7714 35852 795 7715
7715 35852 796 4808
7716 52573 911 7380
7717 23406 1867 899
7718 52573 676 1442
7719 52573 1615 6570
7720 52573 1148 7814
7721 38807 636 1651
7722 38807 768 9148
7723 23406 17 7724
7724 23406 18 7725
7725 23406 19 1437
7726 52573 1173 9746
7727 23406 252 7728
7728 23406 253 7729
7729 23406 254 1083
7730 38807 1483 1
7731 52573 1352 7609
7732 52573 958 9504
7733 52573 640 2744
7734 0 0 0
7735 38807 892 2768
7736 23406 1676 3325
7737 7400 116 7962
7738 54119 28 7739
7739 54119 29 7740
7740 54119 30 7741
7741 54119 31 7742
7742 54119 32 7743
7743 54119 33 7744
7744 54119 34 7745
7745 54119 35 7746
7746 54119 36 7747
7747 54119 37 7748
7748 54119 38 7749
7749 54119 39 7750
7750 54119 40 7751
7751 54119 41 7752
7752 54119 42 7753
7753 54119 43 7754
7754 54119 44 7755
7755 54119 45 2420
7756 52573 154 9857
7757 52573 838 4298
7758 35852 1277 7759
7759 35852 1278 7760
7760 35852 1279 7761
7761 35852 1280 7762
7762 35852 1281 7763
7763 35852 1282 8836
7764 52573 1446 5149
7765 0 0 0
7766 52573 66 7498
7767 23406 2033 4499
7768 52573 1808 3253
7769 23406 1738 7770
7770 23406 1739 2239
7771 38807 927 4618
7772 23406 1969 3727
7773 52573 42 4044
7774 7400 30 3710
7775 23406 1741 7776
7776 23406 1742 617
7777 35852 56 7778
7778 35852 57 7779
7779 35852 58 7780
7780 35852 59 7781
7781 35852 60 7782
7782 35852 61 5043
7783 52573 1505 7808
7784 28799 79 7785
7785 28799 80 7786
7786 28799 81 7787
7787 28799 82 473
7788 52573 1721 3380
7789 23406 1312 7790
7790 23406 1313 6691
7791 52573 659 2402
7792 23406 1747 2027
7793 52573 772 9374
7794 38807 564 3946
7795 38807 1237 1308
7796 38807 204 684
7797 23406 1751 7798
7798 23406 1752 7151
7799 23406 74 7800
7800 23406 75 7801
7801 23406 76 3383
7802 52573 439 4314
7803 23406 922 7804
7804 23406 923 7805
7805 23406 924 2677
7806 52573 1737 3885
7807 23406 1480 2986
7808 52573 1506 8533
7809 38807 1467 819
7810 23406 1209 7811
7811 23406 1210 2660
7812 7400 105 6932
7813 0 0 0
7814 52573 1149 6933
7815 0 0 0
7816 38807 208 6938
7817 0 0 0
7818 23406 1112 7819
7819 23406 1113 655
7820 7400 51 2031
7821 0 0 0
7822 52573 1340 7404
7823 52573 1365 2285
7824 52573 214 7435
7825 23406 407 7826
7826 23406 408 7827
7827 23406 409 6252
7828 38807 1295 592
7829 38807 1100 845
7830 52573 1371 8618
7831 0 0 0
7832 52573 1675 9782
7833 0 0 0
7834 38807 810 2148
7835 0 0 0
7836 23406 1933 6538
7837 52573 313 2884
7838 23406 1545 6541
7839 38807 179 9284
7840 52573 376 9469
7841 23406 7 7842
7842 23406 8 7305
7843 52573 289 9931
7844 23406 909 7845
7845 23406 910 3601
7846 52573 1294 9122
7847 0 0 0
7848 52573 530 3640
7849 0 0 0
7850 35852 720 7851
7851 35852 721 7852
7852 35852 722 7853
7853 35852 723 7854
7854 35852 724 7855
7855 35852 725 7856
7856 35852 726 7857
7857 35852 727 7858
7858 35852 728 8038
7859 52573 1695 4344
7860 38807 465 6650
7861 52573 501 7600
7862 38807 36 2514
7863 0 0 0
7864 38807 1006 8014
7865 23406 1052 7866
7866 23406 1053 9210
7867 52573 547 866
7868 23406 1661 6948
7869 52573 1057 7312
7870 23406 1090 7871
7871 23406 1091 9639
7872 52573 164 8082
7873 52573 1251 1013
7874 52573 529 7848
7875 23406 1303 1474
7876 52573 1168 678
7877 0 0 0
7878 52573 831 3315
7879 0 0 0
7880 38807 785 1099
7881 0 0 0
7882 52573 830 7878
7883 23406 1833 9637
7884 38807 440 1273
7885 23406 225 7886
7886 23406 226 7887
7887 23406 227 3734
7888 52573 1680 218
7889 0 0 0
7890 23406 744 7891
7891 23406 745 6616
7892 38807 613 2880
7893 38807 1164 2900
7894 52573 219 6462
7895 0 0 0
7896 38807 707 8531
7897 0 0 0
7898 52573 1248 2173
7899 0 0 0
7900 52573 1012 2942
7901 0 0 0
7902 52573 508 4296
7903 23406 1359 7904
7904 23406 1360 7905
7905 23406 1361 1631
7906 52573 589 868
7907 23406 2067 559
7908 52573 475 194
7909 0 0 0
7910 52573 1354 9569
7911 0 0 0
7912 38807 322 4847
7913 52573 631 2710
7914 52573 1369 9692
7915 38807 1105 7182
7916 38807 503 6169
7917 0 0 0
7918 52573 1238 3983
7919 38807 1104 7915
7920 38807 921 4097
7921 52573 721 6370
7922 38807 304 4673
7923 0 0 0
7924 52573 889 7264
7925 38807 1432 55
7926 0 0 0
7927 7400 71 3428
7928 38807 627 860
7929 38807 674 3760
7930 23406 846 248
7931 38807 849 7420
7932 23406 900 7933
7933 23406 901 1509
7934 52573 785 900
7935 23406 1404 7936
7936 23406 1405 7937
7937 23406 1406 2048
7938 35852 1470 7939
7939 35852 1471 7940
7940 35852 1472 7941
7941 35852 1473 7942
7942 35852 1474 7943
7943 35852 1475 7944
7944 35852 1476 7945
7945 35852 1477 7946
7946 35852 1478 7947
7947 35852 1479 1222
7948 52573 1683 3397
7949 0 0 0
7950 35852 759 7951
7951 35852 760 7952
7952 35852 761 7953
7953 35852 762 7954
7954 35852 763 7955
7955 35852 764 7956
7956 35852 765 7957
7957 35852 766 7958
7958 35852 767 7959
7959 35852 768 7960
7960 35852 769 7042
7961 52573 1103 4472
7962 7400 117 581
7963 0 0 0
7964 52573 308 1275
7965 0 0 0
7966 38807 1285 7309
7967 52573 119 5269
7968 35852 856 7969
7969 35852 857 7970
7970 35852 858 7971
7971 35852 859 7972
7972 35852 860 7973
7973 35852 861 7974
7974 35852 862 7975
7975 35852 863 7976
7976 35852 864 9497
7977 7400 8 8956
7978 38807 773 6204
7979 23406 1922 8687
7980 35852 1657 7981
7981 35852 1658 7982
7982 35852 1659 7983
7983 35852 1660 7984
7984 35852 1661 7985
7985 35852 1662 7986
7986 35852 1663 7987
7987 35852 1664 3044
7988 52573 1285 6744
7989 0 0 0
7990 23406 120 7991
7991 23406 121 7992
7992 23406 122 7993
7993 23406 123 7994
7994 23406 124 7995
7995 23406 125 6456
7996 52573 247 646
7997 35852 1225 7998
7998 35852 1226 7999
7999 35852 1227 8000
8000 35852 1228 8001
8001 35852 1229 8002
8002 35852 1230 8003
8003 35852 1231 8004
8004 35852 1232 8005
8005 35852 1233 2320
8006 52573 824 1582
8007 52573 667 9380
8008 38807 381 6698
8009 52573 1077 2625
8010 52573 261 9440
8011 23406 1813 2436
8012 52573 249 7516
8013 0 0 0
8014 38807 1007 3303
8015 0 0 0
8016 52573 1434 4116
8017 0 0 0
8018 23406 405 8019
8019 23406 406 7825
8020 52573 412 2328
8021 35852 1297 8022
8022 35852 1298 8023
8023 35852 1299 8024
8024 35852 1300 8025
8025 35852 1301 8026
8026 35852 1302 8027
8027 35852 1303 8028
8028 35852 1304 8029
8029 35852 1305 990
8030 52573 973 7418
8031 52573 242 3459
8032 23406 1348 8033
8033 23406 1349 4621
8034 52573 1111 1613
8035 0 0 0
8036 52573 459 7466
8037 52573 499 6900
8038 35852 729 8039
8039 35852 730 8040
8040 35852 731 8041
8041 35852 732 8042
8042 35852 733 8043
8043 35852 734 1316
8044 52573 149 8573
8045 23406 1189 8046
8046 23406 1190 8612
8047 52573 1568 2898
8048 52573 747 4610
8049 23406 1339 8050
8050 23406 1340 8051
8051 23406 1341 4678
8052 38807 250 6684
8053 0 0 0
8054 52573 1130 7064
8055 38807 703 2954
8056 52573 435 7090
8057 0 0 0
8058 38807 58 2019
8059 23406 2048 7457
8060 23406 1261 8061
8061 23406 1262 1436
8062 52573 774 274
8063 0 0 0
8064 52573 1502 1096
8065 38807 242 6610
8066 38807 866 2066
8067 0 0 0
8068 52573 1325 6207
8069 23406 1928 945
8070 38807 1048 9450
8071 0 0 0
8072 35852 980 8073
8073 35852 981 8074
8074 35852 982 8075
8075 35852 983 8076
8076 35852 984 8077
8077 35852 985 8078
8078 35852 986 8079
8079 35852 987 8080
8080 35852 988 8081
8081 35852 989 3551
8082 52573 165 2151
8083 0 0 0
8084 52573 1211 7083
8085 23406 1603 8086
8086 23406 1604 8453
8087 37977 1 8088
8088 37977 2 8089
8089 37977 3 8090
8090 37977 4 8091
8091 37977 5 8092
8092 37977 6 8093
8093 37977 7 8094
8094 37977 8 8095
8095 37977 9 8096
8096 37977 10 8097
8097 37977 11 8098
8098 37977 12 8099
8099 37977 13 8100
8100 37977 14 8101
8101 37977 15 8102
8102 37977 16 8103
8103 37977 17 8104
8104 37977 18 8105
8105 37977 19 8106
8106 37977 20 8107
8107 37977 21 8108
8108 37977 22 8109
8109 37977 23 8110
8110 37977 24 8111
8111 37977 25 8112
8112 37977 26 8113
8113 37977 27 8114
8114 37977 28 8115
8115 37977 29 8116
8116 37977 30 8117
8117 37977 31 8118
8118 37977 32 8119
8119 37977 33 8120
8120 37977 34 8121
8121 37977 35 8122
8122 37977 36 8123
8123 37977 37 8124
8124 37977 38 8125
8125 37977 39 8126
8126 37977 40 8127
8127 37977 41 8128
8128 37977 42 8129
8129 37977 43 8130
8130 37977 44 8131
8131 37977 45 8132
8132 37977 46 8133
8133 37977 47 8134
8134 37977 48 8135
8135 37977 49 8136
8136 37977 50 8137
8137 37977 51 8138
8138 37977 52 8139
8139 37977 53 8140
8140 37977 54 8141
8141 37977 55 8142
8142 37977 56 8143
8143 37977 57 8144
8144 37977 58 8145
8145 37977 59 8146
8146 37977 60 8147
8147 37977 61 8148
8148 37977 62 8149
8149 37977 63 8150
8150 37977 64 8151
8151 37977 65 8152
8152 37977 66 8153
8153 37977 67 8154
8154 37977 68 8155
8155 37977 69 8156
8156 37977 70 8157
8157 37977 71 8158
8158 37977 72 8159
8159 37977 73 8160
8160 37977 74 8161
8161 37977 75 8162
8162 37977 76 8163
8163 37977 77 8164
8164 37977 78 8165
8165 37977 79 8166
8166 37977 80 8167
8167 37977 81 8168
8168 37977 82 8169
8169 37977 83 8170
8170 37977 84 8171
8171 37977 85 8172
8172 37977 86 8173
8173 37977 87 8174
8174 37977 88 8175
8175 37977 89 8176
8176 37977 90 8177
8177 37977 91 8178
8178 37977 92 8179
8179 37977 93 8180
8180 37977 94 8181
8181 37977 95 8182
8182 37977 96 8183
8183 37977 97 8184
8184 37977 98 8185
8185 37977 99 8186
8186 37977 100 8187
8187 37977 101 8188
8188 37977 102 8189
8189 37977 103 8190
8190 37977 104 8191
8191 37977 105 8192
8192 37977 106 8193
8193 37977 107 8194
8194 37977 108 8195
8195 37977 109 8196
8196 37977 110 8197
8197 37977 111 8198
8198 37977 112 8199
8199 37977 113 8200
8200 37977 114 8201
8201 37977 115 8202
8202 37977 116 8203
8203 37977 117 8204
8204 37977 118 8205
8205 37977 119 8206
8206 37977 120 8207
8207 37977 121 8208
8208 37977 122 8209
8209 37977 123 8210
8210 37977 124 8211
8211 37977 125 8212
8212 37977 126 8213
8213 37977 127 8214
8214 37977 128 8215
8215 37977 129 8216
8216 37977 130 8217
8217 37977 131 8218
8218 37977 132 8219
8219 37977 133 8220
8220 37977 134 8221
8221 37977 135 8222
8222 37977 136 8223
8223 37977 137 8224
8224 37977 138 8225
8225 37977 139 8226
8226 37977 140 8227
8227 37977 141 8228
8228 37977 142 8229
8229 37977 143 8230
8230 37977 144 8231
8231 37977 145 8232
8232 37977 146 8233
8233 37977 147 8234
8234 37977 148 8235
8235 37977 149 8236
8236 37977 150 8237
8237 37977 151 8238
8238 37977 152 8239
8239 37977 153 8240
8240 37977 154 8241
8241 37977 155 8242
8242 37977 156 8243
8243 37977 157 8244
8244 37977 158 8245
8245 37977 159 8246
8246 37977 160 8247
8247 37977 161 8248
8248 37977 162 8249
8249 37977 163 8250
8250 37977 164 8251
8251 37977 165 8252
8252 37977 166 8253
8253 37977 167 8254
8254 37977 168 8255
8255 37977 169 8256
8256 37977 170 8257
8257 37977 171 8258
8258 37977 172 8259
8259 37977 173 8260
8260 37977 174 8261
8261 37977 175 8262
8262 37977 176 8263
8263 37977 177 8264
8264 37977 178 8265
8265 37977 179 8266
8266 37977 180 8267
8267 37977 181 8268
8268 37977 182 8269
8269 37977 183 8270
8270 37977 184 8271
8271 37977 185 8272
8272 37977 186 8273
8273 37977 187 8274
8274 37977 188 8275
8275 37977 189 8276
8276 37977 190 8277
8277 37977 191 8278
8278 37977 192 8279
8279 37977 193 8280
8280 37977 194 8281
8281 37977 195 8282
8282 37977 196 8283
8283 37977 197 8284
8284 37977 198 8285
8285 37977 199 8286
8286 37977 200 8287
8287 37977 201 8288
8288 37977 202 8289
8289 37977 203 8290
8290 37977 204 8291
8291 37977 205 8292
8292 37977 206 8293
8293 37977 207 8294
8294 37977 208 8295
8295 37977 209 8296
8296 37977 210 8297
8297 37977 211 8298
8298 37977 212 8299
8299 37977 213 8300
8300 37977 214 8301
8301 37977 215 8302
8302 37977 216 8303
8303 37977 217 8304
8304 37977 218 8305
8305 37977 219 8306
8306 37977 220 8307
8307 37977 221 8308
8308 37977 222 8309
8309 37977 223 8310
8310 37977 224 8311
8311 37977 225 8312
8312 37977 226 8313
8313 37977 227 8314
8314 37977 228 8315
8315 37977 229 1
8316 44000 48 4452
8317 23406 1430 8318
8318 23406 1431 1057
8319 38807 845 2875
8320 52573 1274 8576
8321 0 0 0
8322 44000 34 2651
8323 38807 603 4580
8324 35852 1607 8325
8325 35852 1608 8326
8326 35852 1609 8327
8327 35852 1610 8328
8328 35852 1611 8329
8329 35852 1612 4726
8330 52573 777 2534
8331 38807 869 193
8332 52573 102 7236
8333 52573 1640 2400
8334 38807 687 834
8335 23406 1583 8336
8336 23406 1584 2697
8337 52573 1669 5311
8338 35852 1345 8339
8339 35852 1346 8340
8340 35852 1347 8341
8341 35852 1348 8342
8342 35852 1349 8343
8343 35852 1350 9845
8344 52573 59 8614
8345 23406 1143 8346
8346 23406 1144 3980
8347 38807 1052 1023
8348 23406 279 8349
8349 23406 280 8350
8350 23406 281 2034
8351 38807 751 3844
8352 38807 1443 6298
8353 52573 617 6430
8354 23406 1670 1649
8355 38807 44 1072
8356 52573 1744 1293
8357 52573 1282 1228
8358 38807 91 1774
8359 38807 60 2303
8360 23406 1978 1061
8361 52573 1272 853
8362 38807 1341 8934
8363 0 0 0
8364 23406 1213 8365
8365 23406 1214 178
8366 52573 360 7351
8367 0 0 0
8368 7400 121 9199
8369 0 0 0
8370 52573 196 3498
8371 23406 1487 4635
8372 38807 632 9676
8373 0 0 0
8374 52573 781 2872
8375 0 0 0
8376 38807 238 1566
8377 52573 1030 430
8378 52573 899 619
8379 0 0 0
8380 52573 873 4102
8381 0 0 0
8382 52573 707 8888
8383 38807 1363 5075
8384 52573 514 1626
8385 52573 264 9330
8386 52573 334 9245
8387 38807 590 4092
8388 0 0 0
8389 38807 1278 1758
8390 52573 1403 9470
8391 23406 1898 9784
8392 52573 1717 7695
8393 23406 1944 8394
8394 23406 1945 2475
8395 38807 1382 1499
8396 38807 325 8604
8397 23406 1902 5245
8398 52573 1152 578
8399 0 0 0
8400 35852 1541 8401
8401 35852 1542 8402
8402 35852 1543 8403
8403 35852 1544 8404
8404 35852 1545 8405
8405 35852 1546 8406
8406 35852 1547 8407
8407 35852 1548 8408
8408 35852 1549 4023
8409 52573 695 1118
8410 52573 479 8958
8411 0 0 0
8412 52573 630 7913
8413 0 0 0
8414 52573 1812 3989
8415 0 0 0
8416 38807 951 2304
8417 0 0 0
8418 35852 1146 8419
8419 35852 1147 8420
8420 35852 1148 8421
8421 35852 1149 8422
8422 35852 1150 8423
8423 35852 1151 8424
8424 35852 1152 8425
8425 35852 1153 8426
8426 35852 1154 8427
8427 35852 1155 8428
8428 35852 1156 8429
8429 35852 1157 2918
8430 52573 126 7190
8431 38807 958 1462
8432 52573 755 1528
8433 0 0 0
8434 38807 162 555
8435 0 0 0
8436 52573 136 8613
8437 52573 411 8020
8438 38807 747 531
8439 38807 762 6782
8440 7400 139 3354
8441 0 0 0
8442 52573 1775 2696
8443 38807 880 5083
8444 0 0 0
8445 52573 1015 3588
8446 52573 1460 4510
8447 0 0 0
8448 38807 257 8680
8449 0 0 0
8450 23406 558 8451
8451 23406 559 4195
8452 52573 1164 2638
8453 23406 1605 8454
8454 23406 1606 9448
8455 38807 415 7527
8456 52573 533 8712
8457 0 0 0
8458 38807 1145 643
8459 0 0 0
8460 52573 603 8892
8461 0 0 0
8462 35852 9 8463
8463 35852 10 8464
8464 35852 11 8465
8465 35852 12 8466
8466 35852 13 8467
8467 35852 14 8468
8468 35852 15 8469
8469 35852 16 8470
8470 35852 17 8471
8471 35852 18 8472
8472 35852 19 8473
8473 35852 20 8474
8474 35852 21 8475
8475 35852 22 8476
8476 35852 23 8477
8477 35852 24 8478
8478 35852 25 8479
8479 35852 26 8480
8480 35852 27 8481
8481 35852 28 8482
8482 35852 29 4432
8483 52573 1803 6362
8484 38807 1298 5026
8485 7400 78 4108
8486 52573 478 8410
8487 0 0 0
8488 38807 151 2184
8489 0 0 0
8490 52573 685 7630
8491 0 0 0
8492 35852 1767 8493
8493 35852 1768 8494
8494 35852 1769 8495
8495 35852 1770 8496
8496 35852 1771 8497
8497 35852 1772 824
8498 52573 1390 318
8499 38807 1331 2856
8500 38807 942 7525
8501 38807 662 1811
8502 38807 589 8387
8503 54119 142 8504
8504 54119 143 8505
8505 54119 144 8506
8506 54119 145 8507
8507 54119 146 3862
8508 52573 1449 9621
8509 38807 1124 129
8510 35852 420 8511
8511 35852 421 8512
8512 35852 422 8513
8513 35852 423 8514
8514 35852 424 8515
8515 35852 425 8516
8516 35852 426 8517
8517 35852 427 8518
8518 35852 428 8558
8519 52573 1331 6477
8520 23406 1414 8521
8521 23406 1415 2
8522 52573 87 3197
8523 0 0 0
8524 7400 143 8717
8525 38807 875 623
8526 7400 48 9520
8527 0 0 0
8528 23406 1018 8529
8529 23406 1019 8530
8530 23406 1020 3290
8531 38807 708 3706
8532 23406 2046 1185
8533 52573 1507 3821
8534 52573 527 690
8535 23406 2008 2607
8536 52573 171 2388
8537 0 0 0
8538 23406 1334 7070
8539 38807 1448 2813
8540 52573 1790 9106
8541 0 0 0
8542 38807 1065 3595
8543 23406 1735 8544
8544 23406 1736 9013
8545 35852 1787 8546
8546 35852 1788 8547
8547 35852 1789 8548
8548 35852 1790 8549
8549 35852 1791 8550
8550 35852 1792 8551
8551 35852 1793 8552
8552 35852 1794 8553
8553 35852 1795 2864
8554 52573 433 6178
8555 23406 1640 4725
8556 38807 753 8936
8557 38807 1261 5144
8558 35852 429 8559
8559 35852 430 8560
8560 35852 431 8561
8561 35852 432 8562
8562 35852 433 8563
8563 35852 434 8564
8564 35852 435 8565
8565 35852 436 8566
8566 35852 437 8567
8567 35852 438 8568
8568 35852 439 8569
8569 35852 440 8570
8570 35852 441 8571
8571 35852 442 8572
8572 35852 443 1778
8573 52573 150 7431
8574 52573 550 3247
8575 38807 914 440
8576 52573 1275 4713
8577 52573 999 4754
8578 38807 1210 6105
8579 38807 842 8738
8580 38807 1056 6529
8581 52573 1690 5259
8582 35852 185 8583
8583 35852 186 8584
8584 35852 187 8585
8585 35852 188 8586
8586 35852 189 8587
8587 35852 190 8588
8588 35852 191 8589
8589 35852 192 8590
8590 35852 193 8591
8591 35852 194 8592
8592 35852 195 8593
8593 35852 196 8594
8594 35852 197 8595
8595 35852 198 8596
8596 35852 199 8597
8597 35852 200 90
8598 52573 1710 2847
8599 38807 38 9577
8600 52573 571 4096
8601 0 0 0
8602 38807 25 5120
8603 0 0 0
8604 38807 326 5246
8605 0 0 0
8606 52573 467 2286
8607 23406 1683 7615
8608 38807 896 9972
8609 23406 1843 1823
8610 52573 1018 110
8611 38807 1126 2129
8612 23406 1191 3913
8613 52573 137 4312
8614 52573 60 588
8615 0 0 0
8616 52573 69 422
8617 0 0 0
8618 52573 1372 1610
8619 0 0 0
8620 52573 1204 1424
8621 0 0 0
8622 52573 235 3530
8623 0 0 0
8624 35852 1328 8625
8625 35852 1329 8626
8626 35852 1330 8627
8627 35852 1331 8628
8628 35852 1332 8629
8629 35852 1333 7353
8630 52573 1181 9239
8631 0 0 0
8632 23406 861 8633
8633 23406 862 2881
8634 35852 1200 8635
8635 35852 1201 8636
8636 35852 1202 8637
8637 35852 1203 8638
8638 35852 1204 8639
8639 35852 1205 8640
8640 35852 1206 8641
8641 35852 1207 462
8642 52573 1178 2641
8643 38807 1204 3422
8644 35852 946 8645
8645 35852 947 8646
8646 35852 948 8647
8647 35852 949 8648
8648 35852 950 8649
8649 35852 951 7384
8650 52573 1480 2000
8651 23406 2024 9671
8652 7400 11 1168
8653 38807 1258 3511
8654 38807 1377 7494
8655 0 0 0
8656 38807 459 4524
8657 54119 131 8658
8658 54119 132 8659
8659 54119 133 8660
8660 54119 134 8661
8661 54119 135 8662
8662 54119 136 8663
8663 54119 137 8664
8664 54119 138 8665
8665 54119 139 8666
8666 54119 140 8667
8667 54119 141 8503
8668 52573 800 7686
8669 52573 1399 2766
8670 38807 946 7545
8671 23406 1745 9543
8672 52573 1419 3682
8673 35852 958 8674
8674 35852 959 8675
8675 35852 960 8676
8676 35852 961 8677
8677 35852 962 7056
8678 52573 1045 7698
8679 0 0 0
8680 38807 258 5176
8681 23406 1709 7625
8682 52573 984 7621
8683 0 0 0
8684 38807 358 2895
8685 52573 398 1032
8686 38807 626 7928
8687 23406 1923 3907
8688 52573 1401 7531
8689 0 0 0
8690 52573 829 7882
8691 23406 1932 7836
8692 52573 49 3902
8693 38807 1470 375
8694 52573 141 4544
8695 52573 1190 9736
8696 23406 1892 147
8697 38807 1294 7828
8698 38807 42 6312
8699 0 0 0
8700 52573 752 5196
8701 0 0 0
8702 35852 1676 8703
8703 35852 1677 8704
8704 35852 1678 8705
8705 35852 1679 8706
8706 35852 1680 8707
8707 35852 1681 8708
8708 35852 1682 8709
8709 35852 1683 8710
8710 35852 1684 8711
8711 35852 1685 907
8712 52573 534 8960
8713 23406 1402 8714
8714 23406 1403 7935
8715 38807 868 8331
8716 52573 1082 2944
8717 7400 144 724
8718 38807 600 6442
8719 23406 2001 4479
8720 35852 217 8721
8721 35852 218 8722
8722 35852 219 8723
8723 35852 220 8724
8724 35852 221 8725
8725 35852 222 8726
8726 35852 223 8727
8727 35852 224 8728
8728 35852 225 8729
8729 35852 226 2837
8730 52573 1520 3450
8731 0 0 0
8732 52573 457 3496
8733 0 0 0
8734 52573 1479 8650
8735 23406 1883 9769
8736 38807 992 3978
8737 0 0 0
8738 38807 843 1267
8739 0 0 0
8740 52573 1157 4910
8741 23406 1433 8742
8742 23406 1434 6970
8743 38807 1034 9326
8744 23406 2012 9087
8745 52573 860 3576
8746 52573 450 3586
8747 23406 1150 3514
8748 52573 324 459
8749 0 0 0
8750 38807 203 7796
8751 0 0 0
8752 52573 426 1148
8753 23406 1390 8754
8754 23406 1391 195
8755 52573 38 3275
8756 23406 879 8757
8757 23406 880 8758
8758 23406 881 8759
8759 23406 882 3688
8760 38807 528 9704
8761 0 0 0
8762 52573 1125 1870
8763 38807 612 7892
8764 38807 1163 7893
8765 38807 300 3503
8766 0 0 0
8767 23406 192 8768
8768 23406 193 8769
8769 23406 194 9940
8770 38807 130 9332
8771 0 0 0
8772 52573 41 7773
8773 23406 1767 4741
8774 38807 835 8817
8775 23406 1636 1395
8776 38807 335 8916
8777 52573 1530 7081
8778 52573 267 2407
8779 23406 1947 1081
8780 28799 164 8781
8781 28799 165 8782
8782 28799 166 8783
8783 28799 167 8784
8784 28799 168 3409
8785 52573 1229 6426
8786 0 0 0
8787 35852 517 8788
8788 35852 518 8789
8789 35852 519 8790
8790 35852 520 8791
8791 35852 521 8792
8792 35852 522 8793
8793 35852 523 8794
8794 35852 524 8795
8795 35852 525 8796
8796 35852 526 8797
8797 35852 527 8798
8798 35852 528 8799
8799 35852 529 5279
8800 52573 1203 8620
8801 0 0 0
8802 23406 606 8803
8803 23406 607 9946
8804 52573 383 6102
8805 0 0 0
8806 52573 983 8682
8807 23406 1895 8808
8808 23406 1896 3806
8809 52573 1673 7520
8810 44000 1 914
8811 38807 1026 5184
8812 38807 910 7024
8813 0 0 0
8814 52573 1635 9930
8815 52573 144 7253
8816 7400 80 4386
8817 38807 836 3908
8818 23406 770 8819
8819 23406 771 5034
8820 44000 11 5096
8821 0 0 0
8822 52573 1455 1757
8823 23406 35 8824
8824 23406 36 8825
8825 23406 37 3103
8826 52573 738 7150
8827 0 0 0
8828 35852 1368 8829
8829 35852 1369 8830
8830 35852 1370 8831
8831 35852 1371 8832
8832 35852 1372 8833
8833 35852 1373 3009
8834 52573 1453 4263
8835 38807 118 7257
8836 35852 1283 8837
8837 35852 1284 8838
8838 35852 1285 8839
8839 35852 1286 8840
8840 35852 1287 8841
8841 35852 1288 8842
8842 35852 1289 8843
8843 35852 1290 8844
8844 35852 1291 8845
8845 35852 1292 8846
8846 35852 1293 8847
8847 35852 1294 8848
8848 35852 1295 8849
8849 35852 1296 8021
8850 52573 1818 9882
8851 0 0 0
8852 38807 1441 838
8853 23406 1653 8854
8854 23406 1654 3849
8855 38807 410 7480
8856 52573 594 9903
8857 0 0 0
8858 28799 156 8859
8859 28799 157 8860
8860 28799 158 8861
8861 28799 159 8862
8862 28799 160 8863
8863 28799 161 8864
8864 28799 162 8865
8865 28799 163 8780
8866 52573 1431 3606
8867 0 0 0
8868 23406 1050 8869
8869 23406 1051 7865
8870 7400 5 802
8871 38807 1404 538
8872 35852 557 8873
8873 35852 558 8874
