50000 1000
45835 26767 33 35250
45836 49353 32 5168
45837 1860 9 45838
45838 1860 10 45839
45839 1860 11 45840
45840 1860 12 45841
45841 1860 13 45842
45842 1860 14 37724
45843 17087 73 13038
45844 9535 50 3151
45845 29504 25 7941
45846 59253 27 26665
45847 21098 30 26023
45848 23472 81 24119
45849 62377 1 15178
45850 48210 4 46156
45851 0 0 0
45852 47558 44 45654
45853 53746 47 1622
45854 30699 24 39052
45855 0 0 0
45856 8444 57 554
45857 0 0 0
45858 36437 17 45859
45859 36437 18 45860
45860 36437 19 45861
45861 36437 20 45862
45862 36437 21 45863
45863 36437 22 16611
45864 49353 3 42439
45865 53746 10 48598
45866 52677 35 33229
45867 12978 47 611
45868 14999 10 45869
45869 14999 11 45870
45870 14999 12 45871
45871 14999 13 45872
45872 14999 14 45873
45873 14999 15 45874
45874 14999 16 45875
45875 14999 17 28994
45876 57730 13 22318
45877 0 0 0
45878 1983 24 45879
45879 1983 25 45880
45880 1983 26 45881
45881 1983 27 45882
45882 1983 28 6171
45883 57595 44 20618
45884 48210 16 42882
45885 36629 65 17851
45886 36265 73 1484
45887 7347 51 35156
45888 10482 34 19822
45889 13288 28 45890
45890 13288 29 45891
45891 13288 30 45892
45892 13288 31 45893
45893 13288 32 45894
45894 13288 33 45895
45895 13288 34 45896
45896 13288 35 45897
45897 13288 36 45898
45898 13288 37 45899
45899 13288 38 45900
45900 13288 39 45901
45901 13288 40 45902
45902 13288 41 45903
45903 13288 42 45904
45904 13288 43 45905
45905 13288 44 19550
45906 57730 3 5692
45907 398 23 36913
45908 64158 59 16949
45909 18697 42 630
45910 42195 47 15634
45911 0 0 0
45912 60133 46 623
45913 34673 18 33508
45914 59258 5 3482
45915 20786 23 36005
45916 23714 14 3800
45917 0 0 0
45918 8444 14 40862
45919 15334 40 45920
45920 15334 41 6296
45921 22409 37 10204
45922 43503 25 4537
45923 52677 43 45924
45924 52677 44 45925
45925 52677 45 45926
45926 52677 46 37353
45927 11608 30 7930
45928 37149 84 42833
45929 53969 3 11908
45930 22927 20 18878
45931 9910 68 10322
45932 39579 13 45933
45933 39579 14 48806
45934 58937 22 934
45935 42643 1 45936
45936 42643 2 31503
45937 50422 32 349
45938 26960 40 20952
45939 49735 3 35402
45940 14484 81 45941
45941 14484 82 47442
45942 53041 28 15546
45943 56096 23 14516
45944 22680 58 38928
45945 20632 9 48599
45946 10382 33 45062
45947 43652 30 15265
45948 65179 1 45949
45949 65179 2 45950
45950 65179 3 45951
45951 65179 4 45952
45952 65179 5 1
45953 64158 63 14617
45954 48071 72 26881
45955 11365 29 49154
45956 27551 4 12443
45957 4132 32 21692
45958 17087 43 18100
45959 0 0 0
45960 24731 33 45961
45961 24731 34 43723
45962 10196 34 36218
45963 22223 57 25091
45964 16190 20 20025
45965 50422 8 9138
45966 28281 28 23139
45967 0 0 0
45968 52640 92 12626
45969 43652 2 27813
45970 16571 34 38662
45971 59258 79 5873
45972 0 0 0
45973 7089 58 32991
45974 3413 64 23106
45975 60891 1 39446
45976 14843 74 42938
45977 27159 13 48396
45978 65003 27 9655
45979 31999 7 26626
45980 9535 17 41807
45981 6856 65 45982
45982 6856 66 42865
45983 25441 30 41172
45984 22516 18 35416
45985 42579 15 48065
45986 32116 16 17382
45987 32614 96 45988
45988 32614 97 1
45989 62391 11 45990
45990 62391 12 45991
45991 62391 13 45992
45992 62391 14 45993
45993 62391 15 45994
45994 62391 16 45995
45995 62391 17 45996
45996 62391 18 45997
45997 62391 19 45998
45998 62391 20 45999
45999 62391 21 27166
46000 60891 28 48096
46001 14366 10 43949
46002 16266 35 27442
46003 19970 18 20636
46004 43662 22 20480
46005 16979 6 19862
46006 57907 14 13820
46007 50580 64 7091
46008 60772 13 1
46009 0 0 0
46010 53746 3 34926
46011 0 0 0
46012 46552 27 11536
46013 0 0 0
46014 19757 14 46015
46015 19757 15 18655
46016 6678 64 3512
46017 27159 30 5662
46018 49472 38 20001
46019 11569 21 7173
46020 29443 10 7708
46021 5684 72 5006
46022 49353 9 48442
46023 53041 21 7927
46024 54132 29 1645
46025 19877 76 47556
46026 51035 57 2068
46027 21908 69 38450
46028 64800 31 38170
46029 0 0 0
46030 46471 56 37460
46031 0 0 0
46032 27968 42 28914
46033 5743 17 46034
46034 5743 18 46035
46035 5743 19 46036
46036 5743 20 46037
46037 5743 21 46038
46038 5743 22 46039
46039 5743 23 14064
46040 14702 5 19798
46041 4131 68 10190
46042 41364 25 41605
46043 27842 1 43852
46044 36265 79 17727
46045 45415 14 10676
46046 42195 39 20568
46047 28860 62 31566
46048 64800 69 45754
46049 40978 8 46050
46050 40978 9 46051
46051 40978 10 46052
46052 40978 11 46053
46053 40978 12 3797
46054 2572 22 25692
46055 55153 30 48850
46056 2825 4 13216
46057 19984 24 6465
46058 36838 3 2461
46059 7383 34 46060
46060 7383 35 46061
46061 7383 36 10381
46062 59763 2 19771
46063 49304 86 47049
46064 52853 31 2224
46065 19702 24 17806
46066 29504 49 48855
46067 0 0 0
46068 12791 12 46069
46069 12791 13 46070
46070 12791 14 46071
46071 12791 15 49279
46072 15692 24 11272
46073 36790 49 34145
46074 7089 51 37487
46075 59253 2 13807
46076 28281 6 26873
46077 21316 57 46078
46078 21316 58 28225
46079 4131 35 21626
46080 39288 34 18303
46081 34380 29 10817
46082 63798 43 1227
46083 32093 30 10520
46084 9144 45 1
46085 15207 14 22028
46086 12978 46 45867
46087 2825 72 17683
46088 30699 56 17970
46089 62996 1 8764
46090 533 51 29144
46091 17151 45 46092
46092 17151 46 46093
46093 17151 47 46094
46094 17151 48 46095
46095 17151 49 32828
46096 6678 8 14166
46097 50422 48 23590
46098 49735 19 20844
46099 11988 43 46100
46100 11988 44 46101
46101 11988 45 5304
46102 62410 55 944
46103 35510 8 25015
46104 49735 59 15632
46105 26767 20 22375
46106 57730 27 4048
46107 53347 31 30934
46108 49472 41 44572
46109 17659 31 46110
46110 17659 32 32715
46111 52126 11 12216
46112 52853 17 9289
46113 6044 76 28504
46114 40978 35 46115
46115 40978 36 46116
46116 40978 37 26456
46117 21001 23 46118
46118 21001 24 46119
46119 21001 25 46120
46120 21001 26 46121
46121 21001 27 33704
46122 32779 46 25890
46123 39532 20 47036
46124 64961 25 29767
46125 21316 29 33265
46126 533 55 16706
46127 50941 15 41774
46128 50915 41 35146
46129 0 0 0
46130 31921 13 46131
46131 31921 14 20272
46132 41364 27 19970
46133 32332 80 2546
46134 2825 58 14326
46135 8627 19 7931
46136 57595 74 42712
46137 58362 37 15262
46138 64961 57 47541
46139 0 0 0
46140 22409 39 1785
46141 16436 11 30630
46142 29915 49 17011
46143 0 0 0
46144 26523 22 29042
46145 59972 17 19523
46146 31500 45 46147
46147 31500 46 6848
46148 60672 7 3726
46149 0 0 0
46150 59130 66 6989
46151 64158 7 378
46152 24547 17 17090
46153 0 0 0
46154 34673 8 17366
46155 0 0 0
46156 48210 5 15226
46157 56147 73 40005
46158 5634 40 46159
46159 5634 41 46160
46160 5634 42 46161
46161 5634 43 17873
46162 39878 19 13105
46163 0 0 0
46164 9492 48 46165
46165 9492 49 46166
46166 9492 50 46167
46167 9492 51 46168
46168 9492 52 46169
46169 9492 53 46170
46170 9492 54 46171
46171 9492 55 30553
46172 64892 10 38534
46173 18472 30 46174
46174 18472 31 46175
46175 18472 32 11808
46176 30771 66 46177
46177 30771 67 46178
46178 30771 68 46179
46179 30771 69 46180
46180 30771 70 46181
46181 30771 71 46182
46182 30771 72 46183
46183 30771 73 46184
46184 30771 74 46185
46185 30771 75 15016
46186 999 12 33694
46187 7193 7 40867
46188 57984 7 46189
46189 57984 8 46190
46190 57984 9 46191
46191 57984 10 49881
46192 1663 32 3826
46193 0 0 0
46194 50422 11 44263
46195 36790 45 13049
46196 59130 41 38994
46197 47573 39 24936
46198 34484 22 8722
46199 28285 43 16920
46200 3419 1 46201
46201 3419 2 46202
46202 3419 3 46203
46203 3419 4 46204
46204 3419 5 46205
46205 3419 6 46206
46206 3419 7 46207
46207 3419 8 46208
46208 3419 9 46209
46209 3419 10 46210
46210 3419 11 46211
46211 3419 12 46212
46212 3419 13 46213
46213 3419 14 46214
46214 3419 15 46215
46215 3419 16 46216
46216 3419 17 22531
46217 11991 28 14580
46218 26809 56 12510
46219 55100 12 43785
46220 19292 57 17324
46221 49304 16 14512
46222 21873 4 9839
46223 29923 10 5002
46224 15135 71 46225
46225 15135 72 26415
46226 3067 37 45460
46227 19984 31 45637
46228 17778 25 7178
46229 37436 22 40151
46230 32065 1 46231
46231 32065 2 46232
46232 32065 3 46233
46233 32065 4 46234
46234 32065 5 46235
46235 32065 6 46236
46236 32065 7 46237
46237 32065 8 46238
46238 32065 9 19292
46239 32116 2 39712
46240 47590 30 46241
46241 47590 31 44445
46242 29876 18 26741
46243 28306 8 29158
46244 15400 60 15566
46245 0 0 0
46246 6678 2 28155
46247 20632 32 7331
46248 11365 5 45094
46249 43994 47 15401
46250 10382 47 38616
46251 9910 66 38124
46252 26286 60 26850
46253 21098 88 40636
46254 24063 37 20849
46255 42643 12 38811
46256 4739 39 44051
46257 4131 43 47100
46258 60051 57 46259
46259 60051 58 13093
46260 24547 14 30441
46261 398 21 35955
46262 15074 28 46263
46263 15074 29 20078
46264 39878 71 37852
46265 39532 79 2848
46266 7386 21 41658
46267 44920 23 38989
46268 15941 56 46269
46269 15941 57 46270
46270 15941 58 46271
46271 15941 59 14976
46272 26286 41 41174
46273 4976 1 46274
46274 4976 2 46275
46275 4976 3 46276
46276 4976 4 46277
46277 4976 5 46278
46278 4976 6 46279
46279 4976 7 46280
46280 4976 8 46281
46281 4976 9 46282
46282 4976 10 46283
46283 4976 11 46284
46284 4976 12 17344
46285 19970 23 38407
46286 2871 9 1
46287 64961 71 1
46288 52978 11 132
46289 37436 61 14275
46290 23442 35 20558
46291 0 0 0
46292 59763 7 16072
46293 48210 59 16823
46294 60891 18 15628
46295 11988 36 46296
46296 11988 37 46297
46297 11988 38 48834
46298 25251 35 31490
46299 50106 10 32292
46300 42356 36 14285
46301 0 0 0
46302 52126 44 24954
46303 62933 16 46304
46304 62933 17 11549
46305 41682 23 11375
46306 15400 26 24674
46307 0 0 0
46308 61909 52 46309
46309 61909 53 46310
46310 61909 54 46311
46311 61909 55 46312
46312 61909 56 46313
46313 61909 57 1654
46314 6678 59 7704
46315 29923 2 41329
46316 62989 13 31101
46317 0 0 0
46318 51035 1 41266
46319 39453 38 20167
46320 33697 73 46321
46321 33697 74 29703
46322 62996 37 42681
46323 65003 40 40685
46324 10482 15 49862
46325 44920 45 13045
46326 37988 35 19582
46327 42030 46 10188
46328 7549 1 46329
46329 7549 2 46593
46330 324 10 16972
46331 999 8 8063
46332 11611 61 22439
46333 0 0 0
46334 11514 25 1040
46335 21658 13 46336
46336 21658 14 46337
46337 21658 15 46338
46338 21658 16 46339
46339 21658 17 46340
46340 21658 18 46341
46341 21658 19 46342
46342 21658 20 46343
46343 21658 21 46344
46344 21658 22 46345
46345 21658 23 46346
46346 21658 24 46347
46347 21658 25 1
46348 22927 54 24606
46349 54132 14 4274
46350 58362 12 14913
46351 53347 30 46107
46352 28971 47 46353
46353 28971 48 46354
46354 28971 49 46355
46355 28971 50 7411
46356 3909 8 2390
46357 49472 6 23150
46358 64158 75 46359
46359 64158 76 13399
46360 5684 45 17990
46361 18470 32 25985
46362 38269 72 46363
46363 38269 73 31412
46364 36265 67 31099
46365 32332 11 46553
46366 63523 7 13804
46367 34380 53 46368
46368 34380 54 28045
46369 16246 2 19722
46370 0 0 0
46371 7616 48 47760
46372 34404 63 25372
46373 37921 40 7721
46374 6856 12 46375
46375 6856 13 32336
46376 20626 89 24667
46377 37557 94 539
46378 18470 73 5661
46379 36629 11 43199
46380 41364 49 26620
46381 50390 65 17976
46382 56616 60 46383
46383 56616 61 13512
46384 7245 50 4004
46385 0 0 0
46386 42723 25 27906
46387 20632 17 27129
46388 53364 54 27758
46389 39453 28 22345
46390 21838 41 46391
46391 21838 42 4
46392 48071 31 42280
46393 11219 28 10540
46394 13033 31 32390
46395 49735 33 10389
46396 40599 1 23728
46397 50784 28 17060
46398 1860 26 46399
46399 1860 27 46400
46400 1860 28 46401
46401 1860 29 1
46402 42030 60 13907
46403 11921 53 1
46404 18472 10 46405
46405 18472 11 46406
46406 18472 12 46407
46407 18472 13 46408
46408 18472 14 1775
46409 22927 42 33113
46410 3122 62 22309
46411 4739 86 23889
46412 51467 1 46413
46413 51467 2 25532
46414 52853 72 13782
46415 7193 44 47779
46416 21785 36 14249
46417 0 0 0
46418 41364 67 23812
46419 21098 16 5619
46420 29482 18 39177
46421 0 0 0
46422 61735 68 18706
46423 39288 50 41072
46424 29170 11 41722
46425 0 0 0
46426 47558 40 47791
46427 7354 48 20544
46428 35414 13 11293
46429 25057 71 26395
46430 15207 12 29486
46431 50558 15 46432
46432 50558 16 46433
46433 50558 17 46434
46434 50558 18 46435
46435 50558 19 46436
46436 50558 20 46437
46437 50558 21 46438
46438 50558 22 46439
46439 50558 23 46440
46440 50558 24 46441
46441 50558 25 46442
46442 50558 26 46443
46443 50558 27 26815
46444 32828 4 38666
46445 0 0 0
46446 53364 68 35593
46447 0 0 0
46448 22927 9 10301
46449 0 0 0
46450 7549 56 1
46451 28860 45 24115
46452 1749 3 43140
46453 32776 43 20258
46454 38620 5 16522
46455 43635 40 40221
46456 61990 8 31460
46457 37557 46 49117
46458 7383 15 46459
46459 7383 16 33033
46460 46552 19 35582
46461 4739 33 22090
46462 41682 50 41715
46463 16190 74 44135
46464 26809 38 27858
46465 30764 58 25156
46466 50083 12 46467
46467 50083 13 46468
46468 50083 14 46469
46469 50083 15 46470
46470 50083 16 46471
46471 50083 17 15703
46472 26559 1 46473
46473 26559 2 46474
46474 26559 3 46475
46475 26559 4 46476
46476 26559 5 46477
46477 26559 6 46478
46478 26559 7 46479
46479 26559 8 46480
46480 26559 9 46481
46481 26559 10 46482
46482 26559 11 46483
46483 26559 12 46484
46484 26559 13 46485
46485 26559 14 46486
46486 26559 15 46487
46487 26559 16 46488
46488 26559 17 46489
46489 26559 18 46490
46490 26559 19 46491
46491 26559 20 46492
46492 26559 21 46493
46493 26559 22 46494
46494 26559 23 46495
46495 26559 24 46496
46496 26559 25 46497
46497 26559 26 40874
46498 49224 2 35248
46499 43917 83 27503
46500 51186 51 44508
46501 50390 57 1113
46502 47558 12 45390
46503 3790 43 686
46504 26960 65 17804
46505 0 0 0
46506 16266 3 28934
46507 64961 31 15476
46508 43503 64 4266
46509 23472 73 6678
46510 61018 40 38183
46511 0 0 0
46512 47191 1 46513
46513 47191 2 46514
46514 47191 3 1
46515 40192 26 46516
46516 40192 27 23922
46517 26286 32 7360
46518 12978 44 10454
46519 36790 25 31071
46520 7245 41 4693
46521 0 0 0
46522 37206 5 10735
46523 30771 21 46524
46524 30771 22 46525
46525 30771 23 46526
46526 30771 24 46527
46527 30771 25 46528
46528 30771 26 46529
46529 30771 27 46530
46530 30771 28 8476
46531 25008 44 1
46532 49224 21 7596
46533 56147 84 22407
46534 64800 42 24041
46535 31500 41 46536
46536 31500 42 46537
46537 31500 43 46538
46538 31500 44 46146
46539 55305 16 46540
46540 55305 17 46541
46541 55305 18 46542
46542 55305 19 46543
46543 55305 20 46544
46544 55305 21 46545
46545 55305 22 6454
46546 50271 40 31477
46547 35728 69 23983
46548 28285 37 3184
46549 52978 21 1811
46550 35728 50 12412
46551 20786 18 48276
46552 35414 69 10792
46553 32332 12 626
46554 43662 7 33032
46555 39453 58 3963
46556 14971 54 8038
46557 56616 84 46558
46558 56616 85 46559
46559 56616 86 15707
46560 19381 1 46561
46561 19381 2 46562
46562 19381 3 46563
46563 19381 4 46564
46564 19381 5 46565
46565 19381 6 21890
46566 34673 52 28688
46567 8335 43 46568
46568 8335 44 46569
46569 8335 45 46570
46570 8335 46 46571
46571 8335 47 46572
46572 8335 48 38942
46573 61338 1 46574
46574 61338 2 46575
46575 61338 3 46576
46576 61338 4 46577
46577 61338 5 46578
46578 61338 6 46579
46579 61338 7 46917
46580 58937 24 39628
46581 8436 31 19916
46582 3411 1 46583
46583 3411 2 46584
46584 3411 3 46585
46585 3411 4 46586
46586 3411 5 46587
46587 3411 6 46588
46588 3411 7 46589
46589 3411 8 12195
46590 50271 49 39337
46591 49159 4 25088
46592 57686 6 28192
46593 7549 3 46594
46594 7549 4 46595
46595 7549 5 46596
46596 7549 6 46597
46597 7549 7 49578
46598 33428 33 22725
46599 14920 16 28865
46600 15334 12 46601
46601 15334 13 7011
46602 39532 54 32950
46603 40787 30 47982
46604 16190 67 337
46605 30699 65 48433
46606 35414 27 10372
46607 39878 89 43038
46608 53849 6 41620
46609 3122 33 827
46610 847 21 46611
46611 847 22 46612
46612 847 23 46613
46613 847 24 46614
46614 847 25 46615
46615 847 26 46616
46616 847 27 46617
46617 847 28 46618
46618 847 29 46619
46619 847 30 46620
46620 847 31 46621
46621 847 32 46622
46622 847 33 312
46623 39532 15 8001
46624 5799 70 46625
46625 5799 71 46626
46626 5799 72 46627
46627 5799 73 46628
46628 5799 74 46629
46629 5799 75 12292
46630 6678 52 16246
46631 19292 18 41666
46632 37727 50 22056
46633 0 0 0
46634 63806 1 46635
46635 63806 2 46636
46636 63806 3 46637
46637 63806 4 46638
46638 63806 5 46639
46639 63806 6 46640
46640 63806 7 46641
46641 63806 8 46642
46642 63806 9 46643
46643 63806 10 46644
46644 63806 11 17416
46645 19970 39 28831
46646 13117 28 16185
46647 19702 3 5897
46648 31921 17 46649
46649 31921 18 40250
46650 2182 27 31251
46651 5743 52 46652
46652 5743 53 46653
46653 5743 54 46654
46654 5743 55 46655
46655 5743 56 46656
46656 5743 57 46657
46657 5743 58 44905
46658 30882 77 46659
46659 30882 78 46660
46660 30882 79 46661
46661 30882 80 46662
46662 30882 81 46663
46663 30882 82 46664
46664 30882 83 46665
46665 30882 84 15406
46666 53041 11 5128
46667 533 31 33808
46668 26292 1 46669
46669 26292 2 46670
46670 26292 3 46671
46671 26292 4 46672
46672 26292 5 1
46673 36629 46 26305
46674 6414 41 951
46675 50915 14 4217
46676 54132 35 17482
46677 0 0 0
46678 48210 66 9906
46679 50390 59 49265
46680 37013 6 46681
46681 37013 7 800
46682 29220 11 46683
46683 29220 12 46684
46684 29220 13 46685
46685 29220 14 46686
46686 29220 15 46687
46687 29220 16 46688
46688 29220 17 46689
46689 29220 18 46690
46690 29220 19 46691
46691 29220 20 46692
46692 29220 21 46693
46693 29220 22 46694
46694 29220 23 9924
46695 61735 21 15677
46696 37921 39 46373
46697 43503 29 18060
46698 27502 6 1
46699 29923 17 1
46700 15941 49 46701
46701 15941 50 46702
46702 15941 51 46703
46703 15941 52 15515
46704 64383 46 48922
46705 21838 40 46390
46706 39595 23 2570
46707 20817 18 46708
46708 20817 19 46709
46709 20817 20 46710
46710 20817 21 46711
46711 20817 22 46712
46712 20817 23 46713
46713 20817 24 49470
46714 19798 35 8677
46715 23984 1 46716
46716 23984 2 46717
46717 23984 3 46718
46718 23984 4 46719
46719 23984 5 46720
46720 23984 6 46721
46721 23984 7 46722
46722 23984 8 46723
46723 23984 9 46724
46724 23984 10 46725
46725 23984 11 46726
46726 23984 12 46727
46727 23984 13 46728
46728 23984 14 46729
46729 23984 15 46730
46730 23984 16 46731
46731 23984 17 46732
46732 23984 18 46733
46733 23984 19 46734
46734 23984 20 46735
46735 23984 21 46736
46736 23984 22 46737
46737 23984 23 46738
46738 23984 24 46739
46739 23984 25 46740
46740 23984 26 46741
46741 23984 27 46742
46742 23984 28 46743
46743 23984 29 46744
46744 23984 30 46745
46745 23984 31 46746
46746 23984 32 46747
46747 23984 33 46748
46748 23984 34 46749
46749 23984 35 46750
46750 23984 36 46751
46751 23984 37 732
46752 29443 7 23762
46753 34774 66 4758
46754 57907 11 23750
46755 2572 39 12312
46756 29295 38 46757
46757 29295 39 6971
46758 14971 9 7090
46759 0 0 0
46760 34524 32 46761
46761 34524 33 16242
46762 37988 15 21057
46763 0 0 0
46764 16190 55 26535
46765 42579 9 30211
46766 50422 54 11396
46767 23273 1 17059
46768 16885 47 16630
46769 65519 1 46770
46770 65519 2 46771
46771 65519 3 46772
46772 65519 4 46773
46773 65519 5 46774
46774 65519 6 46775
46775 65519 7 46776
46776 65519 8 46777
46777 65519 9 46778
46778 65519 10 46779
46779 65519 11 46780
46780 65519 12 46781
46781 65519 13 46782
46782 65519 14 46783
46783 65519 15 46784
46784 65519 16 46785
46785 65519 17 46786
46786 65519 18 46787
46787 65519 19 46788
46788 65519 20 46789
46789 65519 21 46790
46790 65519 22 1
46791 7579 5 16537
46792 37921 7 32755
46793 59763 13 48118
46794 36790 51 14339
46795 5117 23 27254
46796 31692 47 38435
46797 26767 5 48587
46798 40850 47 24858
46799 43652 15 26419
46800 20626 57 41665
46801 0 0 0
46802 42723 13 47980
46803 46814 58 40701
46804 39532 27 49170
46805 57083 6 10666
46806 43952 15 37450
46807 56096 33 6084
46808 60133 21 14286
46809 0 0 0
46810 42195 7 4696
46811 50915 47 26705
46812 22927 17 27447
46813 29915 46 6992
46814 7193 47 30131
46815 47558 21 13667
46816 64383 11 44244
46817 52978 13 16725
46818 21316 37 1231
46819 21785 1 32334
46820 60891 26 2794
46821 35510 19 49359
46822 7956 25 44238
46823 0 0 0
46824 11608 33 18093
46825 21316 45 47849
46826 46606 20 24946
46827 37157 80 29650
46828 6097 23 46829
46829 6097 24 46830
46830 6097 25 46831
46831 6097 26 46832
46832 6097 27 46833
46833 6097 28 46834
46834 6097 29 46835
46835 6097 30 46836
46836 6097 31 46837
46837 6097 32 1
46838 28702 83 4752
46839 2895 16 1162
46840 22409 26 42006
46841 34739 52 20845
46842 51369 1 46843
46843 51369 2 46844
46844 51369 3 46845
46845 51369 4 46846
46846 51369 5 46847
46847 51369 6 46848
46848 51369 7 46849
46849 51369 8 44695
46850 10196 9 15418
46851 0 0 0
46852 52853 57 6549
46853 37921 65 42351
46854 17259 18 46855
46855 17259 19 46856
46856 17259 20 46857
46857 17259 21 46858
46858 17259 22 46859
46859 17259 23 36029
46860 20626 83 28306
46861 0 0 0
46862 41242 49 37436
46863 18697 29 3303
46864 7870 18 9463
46865 23714 28 24640
46866 50271 44 33478
46867 0 0 0
46868 58647 27 3326
46869 21908 67 19827
46870 43662 18 24230
46871 64158 35 26607
46872 47558 39 46426
46873 31093 53 32892
46874 53746 14 38445
46875 6044 42 21374
46876 25393 72 14996
46877 49159 72 39163
46878 28751 16 40556
46879 19292 20 1830
46880 13033 4 14434
46881 0 0 0
46882 47573 29 11786
46883 63523 47 37962
46884 35510 17 30147
46885 51329 19 46886
46886 51329 20 45097
46887 8436 35 38379
46888 56147 12 11407
46889 7870 72 48537
46890 39878 13 7465
46891 19798 32 30517
46892 7026 17 44260
46893 48230 9 46894
46894 48230 10 46895
46895 48230 11 46896
46896 48230 12 46897
46897 48230 13 30722
46898 26286 93 1
46899 0 0 0
46900 3790 37 12447
46901 60739 25 18661
46902 42356 1 11084
46903 56728 52 1
46904 6022 38 46905
46905 6022 39 43445
46906 37988 13 43394
46907 6728 15 27196
46908 11608 27 34360
46909 35218 17 36213
46910 32799 34 46911
46911 32799 35 1
46912 50755 1 6655
46913 52975 55 46914
46914 52975 56 46915
46915 52975 57 46916
46916 52975 58 1
46917 61338 8 46918
46918 61338 9 46919
46919 61338 10 46920
46920 61338 11 46921
46921 61338 12 46922
46922 61338 13 46923
46923 61338 14 46924
46924 61338 15 46925
46925 61338 16 46926
46926 61338 17 46927
46927 61338 18 46928
46928 61338 19 20293
46929 24547 58 49600
46930 1147 17 46931
46931 1147 18 46932
46932 1147 19 46933
46933 1147 20 46934
46934 1147 21 46935
46935 1147 22 16492
46936 36016 78 1
46937 0 0 0
46938 12628 25 1
46939 39642 9 46940
46940 39642 10 46941
46941 39642 11 46942
46942 39642 12 46943
46943 39642 13 8811
46944 57595 28 11265
46945 0 0 0
46946 37988 23 42077
46947 33697 1 46948
46948 33697 2 46949
46949 33697 3 46997
46950 48071 81 41438
46951 37436 41 6527
46952 46552 10 714
46953 6022 9 46954
46954 6022 10 46955
46955 6022 11 32419
46956 58362 22 29664
46957 29542 8 33312
46958 51035 28 34680
46959 19877 33 10189
46960 35780 11 9525
46961 62410 37 44756
46962 32779 10 12616
46963 42579 54 49461
46964 49099 15 46965
46965 49099 16 46966
46966 49099 17 46967
46967 49099 18 40308
46968 62989 12 46316
46969 59972 78 1
46970 38826 44 40804
46971 19984 6 44561
46972 39532 17 40683
46973 46011 7 41603
46974 9622 23 46975
46975 9622 24 46976
46976 9622 25 46977
46977 9622 26 46978
46978 9622 27 46979
46979 9622 28 46980
46980 9622 29 46981
46981 9622 30 46982
46982 9622 31 46983
46983 9622 32 46984
46984 9622 33 36774
46985 27551 18 29114
46986 34484 65 9942
46987 0 0 0
46988 22409 17 30618
46989 28860 41 2113
46990 50915 35 47687
46991 42579 40 1839
46992 56147 66 42812
46993 50271 16 28093
46994 43056 4 29424
46995 43994 13 9915
46996 4131 29 7210
46997 33697 4 46998
46998 33697 5 48087
46999 31880 4 37860
47000 3440 22 5432
47001 7089 66 3583
47002 53160 1 47003
47003 53160 2 47004
47004 53160 3 47005
47005 53160 4 47006
47006 53160 5 47007
47007 53160 6 47008
47008 53160 7 47009
47009 53160 8 47010
47010 53160 9 47011
47011 53160 10 47012
47012 53160 11 47013
47013 53160 12 47014
47014 53160 13 47015
47015 53160 14 47016
47016 53160 15 47017
47017 53160 16 23480
47018 40625 31 20819
47019 33697 71 47020
47020 33697 72 46320
47021 47734 14 47022
47022 47734 15 47023
47023 47734 16 45192
47024 10482 19 13780
47025 0 0 0
47026 17087 59 23739
47027 0 0 0
47028 25393 67 6693
47029 0 0 0
47030 21785 19 43632
47031 0 0 0
47032 48769 17 32344
47033 49304 53 31109
47034 30698 3 25472
47035 27842 23 30870
47036 39532 21 13028
47037 0 0 0
47038 29915 62 33479
47039 47070 11 30160
47040 37557 34 47041
47041 37557 35 47480
47042 17872 24 47043
47043 17872 25 47044
47044 17872 26 47045
47045 17872 27 47046
47046 17872 28 47047
47047 17872 29 47048
47048 17872 30 1
47049 49304 87 32435
47050 34484 73 3039
47051 50271 54 37592
47052 4023 13 16095
47053 24034 9 7115
47054 44582 9 43698
47055 19702 13 20490
47056 38826 76 35142
47057 39595 26 7551
47058 14702 12 41563
47059 17953 55 23171
47060 61018 16 19710
47061 44920 42 18459
47062 11219 45 47063
47063 11219 46 451
47064 46471 52 24882
47065 0 0 0
47066 32116 84 6398
47067 34774 35 24712
47068 59130 64 42754
47069 6430 19 19639
47070 23442 28 30308
47071 15334 66 12924
47072 50422 58 27829
47073 11306 54 42350
47074 5634 16 47075
47075 5634 17 47076
47076 5634 18 47077
47077 5634 19 47078
47078 5634 20 41990
47079 26286 89 45530
47080 29542 23 28386
47081 21194 17 7340
47082 34084 5 42096
47083 48845 91 47084
47084 48845 92 47085
47085 48845 93 19828
47086 64800 24 5228
47087 35510 6 35479
47088 58647 20 38876
47089 52640 23 904
47090 50915 33 26878
47091 35780 13 19849
47092 28702 22 40494
47093 0 0 0
47094 62155 30 37957
47095 51035 3 10794
47096 40599 38 47974
47097 44920 20 3195
47098 61990 27 18602
47099 46471 84 44972
47100 4131 44 30386
47101 28860 23 44625
47102 28702 72 17655
47103 0 0 0
47104 53347 16 6791
47105 29001 48 1650
47106 44092 54 47107
47107 44092 55 47108
47108 44092 56 47109
47109 44092 57 47110
47110 44092 58 47111
47111 44092 59 47112
47112 44092 60 47113
47113 44092 61 17262
47114 49353 55 42425
47115 30699 10 36162
47116 38826 81 36688
47117 7354 66 10631
47118 37988 49 9249
47119 35728 37 15959
47120 19970 20 9748
47121 59515 25 47122
47122 59515 26 47123
47123 59515 27 26420
